OBJECTID,NAME,State,County,GEOid_1,GEOdisplay,HH0V_15,HH0V_14,HH0V_13,HH0V_12,HH0V_11,HH1V_15,HH1V_14,HH1V_13,HH1V_12,HH1V_11,HH2V_15,HH2V_14,HH2V_13,HH2V_12,HH2V_11,HH3V_15,HH3V_14,HH3V_13,HH3V_12,HH3V_11,HH4V_15,HH4V_14,HH4V_13,HH4V_12,HH4V_11,P1HH0V_15,P1HH0V_14,P1HH0V_13,P1HH0V_12,P1HH0V_11,P1HH1V_15,P1HH1V_14,P1HH1V_13,P1HH1V_12,P1HH1V_11,P1HH2V_15,P1HH2V_14,P1HH2V_13,P1HH2V_12,P1HH2V_11,P1HH3V_15,P1HH3V_14,P1HH3V_13,P1HH3V_12,P1HH3V_11,P1HH4V_15,P1HH4V_14,P1HH4V_13,P1HH4V_12,P1HH4V_11,P2HH0V_15,P2HH0V_14,P2HH0V_13,P2HH0V_12,P2HH0V_11,P2HH1V_15,P2HH1V_14,P2HH1V_13,P2HH1V_12,P2HH1V_11,P2HH2V_15,P2HH2V_14,P2HH2V_13,P2HH2V_12,P2HH2V_11,P2HH3V_15,P2HH3V_14,P2HH3V_13,P2HH3V_12,P2HH3V_11,P2HH4V_15,P2HH4V_14,P2HH4V_13,P2HH4V_12,P2HH4V_11,P3HH0V_15,P3HH0V_14,P3HH0V_13,P3HH0V_12,P3HH0V_11,P3HH1V_15,P3HH1V_14,P3HH1V_13,P3HH1V_12,P3HH1V_11,P3HH2V_15,P3HH2V_14,P3HH2V_13,P3HH2V_12,P3HH2V_11,P3HH3V_15,P3HH3V_14,P3HH3V_13,P3HH3V_12,P3HH3V_11,P3HH4V_15,P3HH4V_14,P3HH4V_13,P3HH4V_12,P3HH4V_11,P4HH0V_15,P4HH0V_14,P4HH0V_13,P4HH0V_12,P4HH0V_11,P4HH1V_15,P4HH1V_14,P4HH1V_13,P4HH1V_12,P4HH1V_11,P4HH2V_15,P4HH2V_14,P4HH2V_13,P4HH2V_12,P4HH2V_11,P4HH3V_15,P4HH3V_14,P4HH3V_13,P4HH3V_12,P4HH3V_11,P4HH4V_15,P4HH4V_14,P4HH4V_13,P4HH4V_12,P4HH4V_11,CT
22,33.02,District of Columbia,District of Columbia,1400000US11001003302,"Census Tract 33.02, District of Columbia, District of Columbia",21.60,21.20,23.34,15.58,15.18,47.73,46.96,51.91,59.01,58.22,24.08,26.74,20.94,21.77,24.61,6.59,5.11,3.82,3.65,1.99,0.00,0.00,0.00,0.00,0.00,37.30,35.70,26.40,18.10,13.20,58.80,60.60,72.60,80.60,85.30,2.30,2.60,1.00,1.30,1.50,1.50,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.70,10.40,18.10,16.20,17.70,40.10,43.40,47.60,49.10,49.00,39.10,40.90,29.20,31.60,33.30,9.10,5.30,5.10,3.20,0.00,0.00,0.00,0.00,0.00,0.00,14.60,12.40,14.90,0.00,0.00,62.80,47.70,42.50,53.20,51.10,22.70,39.90,42.50,46.80,44.90,0.00,0.00,0.00,0.00,3.90,0.00,0.00,0.00,0.00,0.00,27.70,33.90,0.47,36.60,34.80,9.80,23.50,24.50,33.80,38.30,36.60,19.10,11.80,0.00,16.50,25.90,23.50,16.70,29.60,10.40,0.00,0.00,0.00,0.00,0.00,11001003302
23,36,District of Columbia,District of Columbia,1400000US11001003600,"Census Tract 36, District of Columbia, District of Columbia",40.89,41.18,42.65,45.43,44.18,37.21,39.91,40.94,43.48,41.98,18.65,15.19,14.08,9.79,9.72,3.24,3.72,0.78,0.81,1.66,0.00,0.00,1.56,0.49,2.47,53.30,53.50,47.30,52.00,64.40,46.70,46.50,52.70,48.00,35.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.80,42.00,42.40,39.10,34.00,30.10,36.80,40.30,43.60,49.20,22.20,18.20,17.30,17.40,16.80,3.90,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.30,27.70,44.30,50.00,30.50,37.40,41.80,27.40,40.10,47.30,32.50,24.80,23.60,5.20,10.20,5.90,5.80,4.80,4.60,12.10,0.00,0.00,0.00,0.00,0.00,12.30,13.20,0.20,26.20,6.40,29.10,23.70,12.70,28.00,41.40,50.20,45.80,51.30,40.50,29.60,8.40,17.40,0.00,0.00,0.00,0.00,0.00,15.90,5.40,22.70,11001003600
24,42.02,District of Columbia,District of Columbia,1400000US11001004202,"Census Tract 42.02, District of Columbia, District of Columbia",52.43,50.47,55.23,53.14,50.21,41.64,41.41,36.61,38.41,41.22,5.46,6.95,7.20,7.00,7.30,0.47,1.17,0.97,1.45,1.27,0.00,0.00,0.00,0.00,0.00,61.50,61.60,65.80,64.00,60.40,38.50,37.30,33.30,35.20,38.00,0.00,1.10,0.90,0.80,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.40,37.30,38.10,35.40,29.90,41.40,43.70,43.90,45.80,51.80,15.80,17.10,16.30,16.80,18.30,1.50,1.80,1.60,2.00,0.00,0.00,0.00,0.00,0.00,0.00,11.30,6.70,23.10,20.80,13.60,88.70,63.30,47.40,42.60,43.20,0.00,17.80,17.90,21.80,24.70,0.00,12.20,11.50,14.90,18.50,0.00,0.00,0.00,0.00,0.00,11.80,11.40,0.22,0.00,0.00,70.60,72.70,22.00,26.70,11.10,17.60,15.90,56.10,73.30,55.60,0.00,0.00,0.00,0.00,33.30,0.00,0.00,0.00,0.00,0.00,11001004202
25,46,District of Columbia,District of Columbia,1400000US11001004600,"Census Tract 46, District of Columbia, District of Columbia",27.69,27.81,26.06,24.75,22.72,48.89,44.39,48.30,48.65,48.96,20.46,24.50,23.21,25.00,26.33,1.64,2.23,0.89,0.93,1.98,1.31,1.07,1.54,0.68,0.00,41.60,42.90,38.00,33.80,30.70,57.30,55.90,58.70,60.50,62.80,1.00,1.10,3.30,5.60,6.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.20,33.40,29.70,28.40,28.00,37.00,34.20,41.70,36.00,32.90,27.80,32.40,28.60,35.70,39.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.70,7.00,7.00,10.70,8.30,49.30,33.80,42.20,47.10,51.90,40.60,56.10,50.80,42.10,35.60,2.40,3.10,0.00,0.00,4.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.60,54.10,34.70,37.70,41.30,37.00,23.60,34.70,34.80,41.30,7.90,13.50,11.20,15.90,17.50,8.50,8.80,19.40,11.60,0.00,11001004600
26,50.01,District of Columbia,District of Columbia,1400000US11001005001,"Census Tract 50.01, District of Columbia, District of Columbia",30.57,23.93,27.56,28.72,23.44,55.31,66.35,58.34,57.44,61.72,12.42,8.46,11.52,11.05,12.05,0.96,0.42,2.58,2.79,2.79,0.74,0.84,0.00,0.00,0.00,40.50,30.30,36.10,37.60,44.80,59.50,69.70,63.90,62.40,52.90,0.00,0.00,0.00,0.00,2.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,27.60,27.30,28.60,7.20,55.80,56.60,54.00,50.30,65.40,12.10,15.90,18.80,21.10,27.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.90,4.00,20.30,16.40,11.10,75.60,79.00,70.30,83.60,88.90,5.00,5.00,4.70,0.00,0.00,7.60,4.00,4.70,0.00,0.00,5.90,8.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,7.30,90.80,53.30,62.50,64.30,70.70,9.20,18.70,0.00,0.00,0.00,0.00,28.00,37.50,35.70,0.00,0.00,0.00,0.00,0.00,11001005001
27,59,District of Columbia,District of Columbia,1400000US11001005900,"Census Tract 59, District of Columbia, District of Columbia",55.94,55.16,53.25,50.57,53.95,38.72,39.81,42.20,43.74,41.35,5.34,5.02,4.56,5.69,4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.40,56.30,54.70,56.60,59.20,36.50,41.10,42.80,41.00,40.80,2.00,2.60,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.90,49.70,45.60,36.10,38.40,39.60,39.00,44.10,50.00,48.70,8.50,11.30,10.30,13.90,12.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.60,63.00,64.50,54.80,89.00,47.00,37.00,35.50,45.20,11.00,13.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.10,66.70,0.67,61.90,0.00,37.90,33.30,33.30,19.00,85.70,0.00,0.00,0.00,19.00,14.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11001005900
28,71,District of Columbia,District of Columbia,1400000US11001007100,"Census Tract 71, District of Columbia, District of Columbia",43.60,44.53,47.99,50.83,53.33,42.92,42.29,40.19,37.53,36.33,11.36,9.78,7.50,8.16,9.14,2.12,2.03,2.53,1.98,0.00,0.00,1.38,1.78,1.50,1.20,54.30,57.00,57.20,56.30,56.70,41.30,39.20,40.40,41.10,39.20,4.30,3.80,2.40,2.70,4.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.50,27.90,31.20,37.30,40.70,51.80,47.80,42.80,37.30,35.20,17.90,22.50,22.90,24.20,24.20,1.80,1.70,3.10,1.30,0.00,0.00,0.00,0.00,0.00,0.00,35.70,30.60,53.90,48.10,58.50,34.50,38.70,33.20,36.10,35.10,17.50,13.70,2.30,5.80,6.30,12.30,16.90,10.60,10.10,0.00,0.00,0.00,0.00,0.00,0.00,50.00,44.70,0.40,60.80,60.30,36.50,44.10,43.40,28.40,31.00,13.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.20,16.80,10.80,8.60,11001007100
29,84.1,District of Columbia,District of Columbia,1400000US11001008410,"Census Tract 84.10, District of Columbia, District of Columbia",22.87,16.89,19.63,23.09,18.15,51.18,52.16,51.67,48.47,44.80,21.60,28.71,23.89,25.00,33.46,4.36,2.25,4.81,3.44,3.59,0.00,0.00,0.00,0.00,0.00,40.70,27.50,26.00,29.80,25.80,55.40,67.80,70.10,66.50,69.90,4.00,4.70,3.90,3.70,4.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.40,19.90,22.00,32.50,28.90,59.90,54.00,42.80,40.80,22.40,20.30,26.10,35.20,26.60,48.70,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.80,5.00,12.70,13.30,4.40,33.90,33.60,36.30,42.70,53.30,39.30,51.30,32.40,44.00,42.20,17.00,10.10,18.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.70,6.10,0.07,0.00,0.00,40.00,42.70,41.30,30.40,24.80,47.30,51.20,42.70,50.00,56.40,0.00,0.00,9.30,19.60,18.80,0.00,0.00,0.00,0.00,0.00,11001008410
30,88.03,District of Columbia,District of Columbia,1400000US11001008803,"Census Tract 88.03, District of Columbia, District of Columbia",54.97,56.88,51.77,66.94,70.65,38.01,33.75,35.76,22.31,16.03,7.02,8.13,10.60,9.09,9.26,0.00,1.25,1.87,1.65,1.35,0.00,0.00,0.00,0.00,2.71,55.50,53.20,53.20,62.60,72.60,44.50,38.30,37.50,26.70,16.20,0.00,8.50,9.30,10.70,11.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.10,66.00,60.60,79.10,84.70,35.70,25.80,25.30,15.10,11.30,7.10,2.10,5.10,0.00,0.00,0.00,6.20,9.10,5.80,4.00,0.00,0.00,0.00,0.00,0.00,60.20,55.60,51.70,100.00,100.00,22.90,44.40,48.30,0.00,0.00,16.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.10,65.00,0.34,42.00,42.40,21.70,10.00,38.40,31.90,23.90,39.10,25.00,27.40,26.10,20.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,11001008803
31,93.02,District of Columbia,District of Columbia,1400000US11001009302,"Census Tract 93.02, District of Columbia, District of Columbia",22.83,17.19,22.30,24.36,28.44,49.89,51.56,44.60,40.28,38.86,22.83,25.00,24.60,26.93,22.99,1.48,3.13,4.37,5.62,7.35,2.96,3.13,4.14,2.81,2.37,33.30,31.10,35.50,37.60,37.10,53.60,53.10,51.60,43.60,51.00,13.10,15.80,12.90,18.80,11.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.70,1.80,3.80,0.00,38.80,64.90,83.20,86.10,92.70,55.20,24.40,15.00,10.10,7.30,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,18.90,17.10,15.80,28.10,18.20,10.50,4.30,3.90,37.50,54.50,43.20,37.10,31.60,10.90,18.20,20.00,34.30,40.80,10.90,9.10,7.40,7.10,7.90,21.40,20.40,0.13,16.00,11.80,25.00,24.50,26.70,30.00,29.40,41.10,40.80,45.30,47.00,54.10,0.00,0.00,0.00,0.00,0.00,12.50,14.30,14.70,7.00,4.70,11001009302
32,96.02,District of Columbia,District of Columbia,1400000US11001009602,"Census Tract 96.02, District of Columbia, District of Columbia",56.32,58.46,57.18,55.50,45.11,36.89,35.21,36.36,40.09,52.22,6.73,5.78,6.02,4.40,2.68,0.06,0.55,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.50,73.20,74.50,69.60,62.60,30.70,25.80,24.10,28.50,37.40,1.80,1.10,1.40,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,54.30,58.10,56.70,43.30,32.60,37.90,40.10,41.50,56.70,14.40,7.90,1.80,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.50,35.40,28.60,40.00,24.70,70.50,54.30,64.00,54.40,68.70,0.00,10.40,7.40,5.60,6.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.80,36.80,0.38,28.90,15.70,42.90,45.60,37.10,55.70,72.40,11.90,13.50,22.00,15.40,11.90,0.40,4.10,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11001009602
33,98.04,District of Columbia,District of Columbia,1400000US11001009804,"Census Tract 98.04, District of Columbia, District of Columbia",43.15,37.92,41.21,44.39,41.25,39.26,39.96,39.67,35.89,40.85,12.54,14.37,15.01,17.09,13.45,4.18,6.52,2.88,1.82,3.46,0.87,1.22,1.23,0.81,0.99,46.90,46.10,48.30,60.50,50.20,48.70,46.80,42.90,28.10,39.20,4.40,7.10,8.80,11.40,10.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.50,30.60,25.20,23.50,28.30,36.10,42.10,43.60,41.20,41.00,17.60,23.10,27.50,35.30,30.70,3.00,4.20,3.70,0.00,0.00,0.90,0.00,0.00,0.00,0.00,29.30,20.10,12.80,0.00,0.00,28.20,28.00,38.40,25.00,31.40,23.00,19.50,31.40,52.80,27.10,15.50,25.00,3.50,0.00,27.10,4.00,7.30,14.00,22.20,14.30,47.90,43.90,0.53,38.40,43.90,35.00,32.20,32.70,45.50,45.50,13.20,16.10,8.80,10.30,5.30,3.80,7.80,6.00,5.80,5.30,0.00,0.00,0.00,0.00,0.00,11001009804
34,99.05,District of Columbia,District of Columbia,1400000US11001009905,"Census Tract 99.05, District of Columbia, District of Columbia",39.50,33.33,37.39,37.33,38.45,38.03,45.44,45.43,44.50,46.94,20.35,17.60,14.57,12.97,8.77,2.12,2.98,1.91,4.13,4.93,0.00,0.65,0.70,1.08,0.91,57.80,55.30,54.00,47.40,46.30,42.20,43.00,44.10,45.10,44.70,0.00,1.80,1.90,4.10,3.80,0.00,0.00,0.00,3.40,5.10,0.00,0.00,0.00,0.00,0.00,16.50,12.10,19.60,19.80,30.90,42.90,51.50,39.50,33.60,38.20,40.60,31.70,34.10,35.30,19.70,0.00,4.70,6.90,11.20,11.20,0.00,0.00,0.00,0.00,0.00,45.80,43.80,55.90,56.10,68.30,17.50,25.40,33.30,34.20,20.20,36.70,30.80,10.80,9.60,11.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.30,19.20,0.20,23.80,11.80,34.10,52.90,61.00,61.20,75.50,23.20,16.80,15.50,9.70,8.00,10.50,7.70,0.00,0.00,0.00,0.00,3.40,3.30,5.30,4.70,11001009905
35,105,District of Columbia,District of Columbia,1400000US11001010500,"Census Tract 105, District of Columbia, District of Columbia",48.38,51.22,46.70,47.00,45.52,42.15,39.20,44.06,42.93,42.31,9.47,9.58,9.23,10.07,12.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.70,63.00,60.40,55.60,54.60,42.30,37.00,39.60,43.40,41.70,0.00,0.00,0.00,1.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.60,32.30,26.50,31.80,29.50,41.50,40.00,52.20,47.80,48.30,24.90,27.70,21.30,20.40,22.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.50,7.40,15.60,36.10,43.50,65.40,71.90,58.90,40.00,28.00,23.10,20.70,25.50,23.90,28.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.00,59.10,0.58,47.40,21.20,0.00,0.00,0.00,10.30,36.40,42.00,40.90,42.20,42.30,42.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11001010500
36,110,District of Columbia,District of Columbia,1400000US11001011000,"Census Tract 110, District of Columbia, District of Columbia",27.94,26.07,30.50,27.51,34.55,62.26,59.94,56.85,61.51,51.94,9.20,13.22,11.78,9.98,13.51,0.00,0.00,0.00,0.00,0.00,0.60,0.78,0.87,1.00,0.00,28.50,24.70,32.10,27.00,31.60,70.10,72.50,66.00,71.00,65.50,1.40,2.70,1.80,2.10,2.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.70,20.70,22.90,25.30,33.00,53.10,41.40,32.00,36.70,21.80,29.30,37.90,45.10,38.00,45.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.50,58.80,36.40,38.00,43.10,27.30,23.10,38.00,40.10,56.90,6.30,7.50,14.70,9.60,0.00,0.00,0.00,0.00,0.00,0.00,8.00,10.60,10.90,12.30,0.00,100.00,0.00,0.00,0.00,91.10,0.00,0.00,100.00,100.00,8.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11001011000
37,24,District of Columbia,District of Columbia,1400000US11001002400,"Census Tract 24, District of Columbia, District of Columbia",22.78,24.55,25.71,31.12,30.79,46.08,46.34,46.57,38.08,40.61,22.04,20.97,18.41,19.81,17.69,8.58,8.13,7.97,10.35,8.89,0.52,0.00,1.34,0.65,2.03,26.30,20.40,21.90,30.30,27.80,71.80,79.60,73.10,59.00,61.60,0.00,0.00,0.00,4.00,2.80,0.00,0.00,5.00,6.70,7.70,1.90,0.00,0.00,0.00,0.00,25.40,22.30,18.40,25.60,29.30,48.20,51.70,52.20,51.10,47.30,24.10,21.30,25.90,18.30,18.00,2.30,4.70,3.50,5.00,5.40,0.00,0.00,0.00,0.00,0.00,23.70,33.10,49.30,41.30,28.50,43.40,38.80,18.40,12.90,23.00,18.20,16.50,21.30,31.10,38.30,14.60,11.50,11.10,14.80,10.20,0.00,0.00,0.00,0.00,0.00,14.70,25.10,0.26,29.60,40.90,15.70,8.80,16.20,13.80,15.10,48.60,47.30,34.30,34.20,17.70,21.00,18.80,17.30,19.20,15.10,0.00,0.00,6.60,3.30,11.20,11001002400
38,43,District of Columbia,District of Columbia,1400000US11001004300,"Census Tract 43, District of Columbia, District of Columbia",52.08,51.23,48.89,48.80,48.75,43.37,42.66,42.93,39.95,40.83,4.55,6.11,8.18,10.60,9.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.68,55.80,62.30,62.40,62.90,65.70,44.20,36.20,36.30,34.70,32.00,0.00,1.50,1.30,1.30,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.10,48.90,35.30,24.30,24.20,13.10,44.90,59.30,63.90,54.30,57.50,6.20,5.40,11.80,21.40,29.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.20,47.80,38.50,31.40,35.90,15.10,5.70,5.60,25.50,39.90,33.70,46.50,55.90,43.10,24.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.20,24.40,0.18,0.00,0.00,64.80,75.60,82.40,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11001004300
39,74.03,District of Columbia,District of Columbia,1400000US11001007403,"Census Tract 74.03, District of Columbia, District of Columbia",53.17,56.61,60.60,59.63,54.67,35.60,32.47,30.44,35.60,39.34,9.51,9.62,7.77,4.77,5.98,0.00,0.00,0.00,0.00,0.00,1.72,1.30,1.19,0.00,0.00,59.30,50.00,65.30,67.30,63.60,35.50,30.70,21.50,25.90,31.40,5.10,19.30,13.20,6.80,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.70,83.90,75.60,70.60,64.00,38.30,16.10,16.40,22.90,30.50,0.00,0.00,8.00,6.50,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,41.80,40.00,31.00,28.80,25.40,42.40,52.10,69.00,60.50,37.10,15.80,7.90,0.00,10.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.50,55.90,0.58,57.10,49.10,40.10,38.40,35.80,39.50,45.80,2.20,1.70,3.20,3.40,5.10,0.00,0.00,0.00,0.00,0.00,5.20,4.00,3.20,0.00,0.00,11001007403
40,80.02,District of Columbia,District of Columbia,1400000US11001008002,"Census Tract 80.02, District of Columbia, District of Columbia",18.20,19.04,22.67,24.26,25.94,58.10,54.93,51.88,50.41,45.78,22.08,24.34,23.38,24.01,26.91,1.63,1.69,2.07,1.32,1.36,0.00,0.00,0.00,0.00,0.00,25.20,27.20,34.70,33.40,36.40,69.50,67.80,62.00,65.20,62.40,5.30,5.00,3.30,1.40,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.70,17.70,20.60,21.00,17.80,49.10,44.40,39.20,39.30,37.80,30.20,36.30,37.90,37.20,42.50,1.00,1.50,2.30,2.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00,9.70,11.00,18.90,23.80,64.80,56.60,60.50,48.30,35.50,31.50,31.50,25.40,30.50,37.60,3.70,2.20,3.10,2.30,3.10,0.00,0.00,0.00,0.00,0.00,9.50,9.90,0.13,13.90,22.80,38.00,43.70,48.10,41.80,42.00,44.90,38.40,33.10,44.30,35.20,7.60,7.90,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11001008002
41,87.02,District of Columbia,District of Columbia,1400000US11001008702,"Census Tract 87.02, District of Columbia, District of Columbia",36.95,35.44,42.04,41.95,38.25,53.41,51.65,42.46,42.24,47.93,4.02,5.16,10.61,13.36,10.60,3.48,5.60,2.93,1.15,1.23,2.14,2.15,1.96,1.29,2.00,51.50,61.50,64.90,67.40,56.50,43.60,33.60,31.30,30.80,41.30,0.00,0.00,0.00,0.00,0.00,3.00,3.30,3.00,0.00,0.00,1.80,1.60,0.70,1.80,2.30,20.60,14.00,34.00,28.40,29.60,64.40,68.10,47.40,52.90,60.90,12.80,11.60,12.90,14.90,4.70,0.00,3.90,2.60,3.80,4.70,2.20,2.40,3.10,0.00,0.00,37.50,20.80,1.40,22.40,0.00,49.20,51.90,55.10,51.70,62.90,0.00,0.00,31.90,25.90,37.10,13.30,27.30,11.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,13.80,0.32,22.10,17.50,68.10,70.60,48.60,44.80,43.10,5.90,11.00,15.70,30.50,35.00,0.00,0.00,0.00,0.00,0.00,5.00,4.60,3.20,2.60,4.40,11001008702
42,97,District of Columbia,District of Columbia,1400000US11001009700,"Census Tract 97, District of Columbia, District of Columbia",41.16,34.56,37.97,32.86,36.62,30.85,32.44,34.37,36.71,44.57,23.22,27.85,23.66,25.05,12.77,3.73,3.95,3.31,5.38,5.49,1.04,1.19,0.68,0.00,0.56,63.10,54.00,61.10,51.60,58.70,21.50,28.40,18.90,32.40,28.70,10.30,13.20,19.90,16.00,12.60,5.00,4.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.40,32.70,40.60,24.70,23.20,26.40,25.50,28.30,40.40,54.10,31.20,33.80,23.30,27.70,16.00,5.00,8.00,7.90,7.10,6.60,0.00,0.00,0.00,0.00,0.00,24.00,8.80,9.30,11.10,10.70,41.70,52.50,64.60,53.20,61.30,34.30,38.80,26.10,28.90,16.70,0.00,0.00,0.00,6.80,11.30,0.00,0.00,0.00,0.00,0.00,28.50,26.90,0.26,46.30,67.10,41.20,34.90,40.90,18.60,25.00,23.20,32.80,27.00,27.70,0.00,2.80,0.00,3.60,7.40,4.30,4.20,5.50,2.80,0.00,3.60,11001009700
43,96.03,District of Columbia,District of Columbia,1400000US11001009603,"Census Tract 96.03, District of Columbia, District of Columbia",39.24,40.11,41.86,46.29,43.39,45.09,43.15,43.73,40.54,40.66,13.17,15.19,14.41,13.17,15.33,2.12,1.55,0.00,0.00,0.62,0.39,0.00,0.00,0.00,0.00,39.90,35.50,41.30,45.90,43.40,45.50,48.50,48.30,45.30,44.00,13.10,14.80,10.40,8.90,12.60,1.50,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,44.50,48.00,49.30,55.20,46.70,32.80,27.90,27.00,20.30,19.30,22.80,24.10,23.70,21.80,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.00,0.00,0.00,28.90,42.40,36.10,31.90,28.70,59.50,51.50,63.90,68.10,71.30,0.00,0.00,0.00,0.00,0.00,11.60,6.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.00,54.00,0.31,49.20,33.30,27.40,34.50,51.70,33.50,42.60,7.00,6.50,17.20,17.30,24.10,3.80,5.00,0.00,0.00,0.00,3.80,0.00,0.00,0.00,0.00,11001009603
44,25.01,District of Columbia,District of Columbia,1400000US11001002501,"Census Tract 25.01, District of Columbia, District of Columbia",33.75,38.68,41.36,50.75,47.73,40.48,36.57,36.86,34.16,33.06,19.62,19.54,17.28,10.24,12.60,5.48,4.61,4.50,4.85,6.61,0.67,0.60,0.00,0.00,0.00,50.00,44.60,52.40,64.60,61.00,43.10,48.20,43.30,35.40,39.00,6.90,7.30,4.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.80,35.30,27.20,25.50,23.20,45.90,40.10,46.30,47.50,45.60,27.30,24.60,26.50,17.00,19.30,0.00,0.00,0.00,10.00,11.80,0.00,0.00,0.00,0.00,0.00,28.60,30.60,41.30,47.10,55.70,30.70,37.10,24.00,10.30,0.00,35.70,25.00,26.90,13.20,17.50,5.00,7.30,7.70,29.40,26.80,0.00,0.00,0.00,0.00,0.00,11.20,35.80,0.31,46.80,43.30,36.80,16.40,24.80,26.90,22.40,28.50,32.10,30.00,24.10,29.00,20.70,13.50,14.00,2.30,5.20,2.90,2.20,0.00,0.00,0.00,11001002501
